GF1>+ - Capture (time interval between rows = 1 msec),,,,,,,,,,,GF1>Kir2.1 - Capture,,,,,,,,,,,,,,,,,,,,,,,,,,,GF1>+ - Escape,,,,,,,,,,,,,,,GF1>Kir2.1 - Escape,,,,,,,,,,,
21.84320024,-19.04116934,18.60835784,-9.230467092,27.41685772,-1.136684828,24.86033375,-2.335166099,21.909068,14.28904638,,15.75155904,-4.288437403,10.16234565,6.327942888,11.08268261,-2.082827439,9.920471864,4.508365494,4.422890248,-1.526529767,12.29272816,-2.655986428,16.83670411,6.901584265,13.9293397,1.934310755,8.265482986,1.836440508,10.08679417,4.718172722,8.861642375,-1.971725436,9.596394999,-1.470912805,4.096550486,2.789390216,,14.01433332,-4.900196498,16.92474061,2.133780337,36.59684183,20.74792888,8.224109736,1.657882622,10.01274309,-4.005136765,16.8654287,1.149420205,27.87063561,-5.082475178,,19.34720092,4.60361231,19.27398498,-3.242686601,11.85239268,3.997057111,19.47784546,7.151678331,58.05130652,-4.776525667,10.79395976,-5.478609788
21.77221575,-19.01060809,18.48489958,-9.150833926,27.26066484,-1.158873318,24.77163698,-2.372132512,21.91431963,14.22779456,,15.67768782,-4.293248577,10.05321142,6.263198256,11.05760824,-2.079841961,9.829725382,4.472191934,4.410605658,-1.506981542,12.13602464,-2.589844214,16.67788584,6.837794294,13.78717571,1.942413541,8.166024026,1.83003393,9.898527434,4.634909002,8.824478195,-1.952178597,9.557396507,-1.498471175,4.047174107,2.685889478,,13.91444724,-4.871293588,16.69751274,2.127319955,36.49634706,20.63292132,8.193077109,1.658869775,9.944227658,-3.977102815,16.8357981,1.149542002,27.77495016,-5.039752,,19.30347695,4.586016787,19.19406454,-3.242664774,11.7781567,4.010943548,19.43899286,7.091311725,57.93484544,-4.74650784,10.72770465,-5.45664002
21.70003498,-18.97846505,18.35768353,-9.069265724,27.10456387,-1.180468604,24.68312299,-2.408290978,21.91651198,14.16411687,,15.60059225,-4.29670195,9.941586145,6.197331041,11.03182414,-2.077273487,9.737284049,4.43553441,4.397618853,-1.486797778,11.97547805,-2.523090588,16.51431393,6.771324481,13.64119369,1.949472481,8.06399852,1.822581881,9.704326528,4.550160322,8.78703435,-1.931936735,9.517044568,-1.526537274,3.997026945,2.584082713,,13.81217356,-4.841221561,16.46282987,2.120593282,36.39569132,20.51747936,8.161454524,1.659551665,9.873404512,-3.948006738,16.80429286,1.14902886,27.68015465,-4.997512512,,19.25904988,4.567679493,19.11433325,-3.241777086,11.70257567,4.024569109,19.39885758,7.030179388,57.81779443,-4.715265224,10.65930636,-5.434473516
21.6266997,-18.94473116,18.22670905,-8.985775237,26.94864971,-1.201398044,24.59483965,-2.443569813,21.91552532,14.09800014,,15.52018958,-4.298746747,9.827531759,6.13034374,11.00528736,-2.075133,9.643153787,4.398391315,4.383914934,-1.466018659,11.81115198,-2.455767251,16.34605628,6.702199112,13.49144452,1.955466778,7.959548955,1.814026032,9.504284864,4.464028991,8.74925251,-1.911021765,9.475323224,-1.555089089,3.946157206,2.484098329,,13.70754721,-4.809994625,16.22081799,2.11362294,36.29489123,20.40165606,8.129221676,1.659921643,9.800272277,-3.917855617,16.77083739,1.147870962,27.58644651,-4.955843537,,19.21391108,4.548611222,19.03470837,-3.239984787,11.62560709,4.037904801,19.35737441,6.968293595,57.70018025,-4.682791563,10.5887952,-5.412092301
21.55225402,-18.90939784,18.09198138,-8.900381063,26.79300339,-1.221591516,24.50683272,-2.47790138,21.91123714,14.02943128,,15.43639735,-4.299335061,9.711115881,6.062239044,10.97795333,-2.073430865,9.547345357,4.360760779,4.369474421,-1.444685355,11.64311961,-2.387917486,16.17318764,6.630449452,13.33798979,1.960380122,7.85280643,1.804313165,9.298512251,4.376623542,8.711071052,-1.889458105,9.432217654,-1.584100184,3.8946202,2.386058707,,13.60060836,-4.777630569,15.97163141,2.106431952,36.19396056,20.2855018,8.096358579,1.659973633,9.724839325,-3.886660892,16.73535721,1.146059481,27.49402554,-4.914832452,,19.16804969,4.528824402,18.95509502,-3.237250037,11.54720708,4.05092349,19.31447749,6.905666521,57.5820283,-4.649082657,10.51620165,-5.389477155
21.47674338,-18.87245727,17.95350975,-8.813108258,26.6376924,-1.240981507,24.4191455,-2.511223225,21.90352288,13.95839758,,15.3491339,-4.298422044,9.592409628,5.99301933,10.94977617,-2.072176821,9.449874144,4.322640754,4.354272292,-1.422839431,11.47146388,-2.319586697,15.99578929,6.556113445,13.18090307,1.964200824,7.743891521,1.793395361,9.087135545,4.288058388,8.672425386,-1.867272682,9.387714328,-1.613539729,3.842477359,2.290079607,,13.49140297,-4.744150874,15.71544844,2.099044063,36.09290997,20.16906407,8.062845841,1.659702158,9.647124492,-3.854438207,16.69777961,1.143586824,27.40309335,-4.874567225,,19.12145383,4.508333401,18.87538666,-3.233536116,11.46733376,4.063598725,19.27010012,6.842310149,57.46336242,-4.614136199,10.44155691,-5.366607622
21.40021205,-18.83390251,17.81130359,-8.72398843,26.48277461,-1.259502274,24.33181816,-2.543478417,21.89225709,13.88488709,,15.25831878,-4.295965883,9.471485903,5.922686142,10.92070868,-2.071379828,9.350759696,4.284029044,4.338277864,-1.400522592,11.29627756,-2.250822325,15.81394903,6.479235557,13.02027104,1.966921956,7.632915433,1.781230076,8.87029976,4.198453182,8.633248673,-1.844494747,9.341801246,-1.643372631,3.789795498,2.196269516,,13.3799832,-4.70958088,15.45246723,2.091483999,35.99174772,20.05238736,8.028664872,1.6591024,9.567157235,-3.82120719,16.65803385,1.140446683,27.31385246,-4.835136391,,19.07411149,4.487154621,18.79546572,-3.228807603,11.38594906,4.075904256,19.22417463,6.778236391,57.34420483,-4.577951772,10.36489319,-5.343462094
21.32270168,-18.79372766,17.66536976,-8.633059301,26.32830214,-1.277089169,24.24488726,-2.574615411,21.8773148,13.80888892,,15.16387333,-4.291927539,9.348418871,5.851240019,10.89070235,-2.071047857,9.250025298,4.244923381,4.321455205,-1.377776525,11.11766344,-2.181673322,15.62776102,6.39986651,12.85619395,1.968541371,7.519980744,1.767779994,8.64816978,4.10793222,8.593473041,-1.8211553,9.294468184,-1.673559702,3.736646747,2.104729011,,13.26640748,-4.673949786,15.18290489,2.083777579,35.89048089,19.93551327,7.993798047,1.658170253,9.484977475,-3.786991205,16.6160507,1.136633786,27.22650509,-4.796628987,,19.0260103,4.465306075,18.71520412,-3.223030416,11.30301836,4.087814487,19.17663252,6.713457281,57.22457641,-4.540530998,10.28624401,-5.320017984
21.24425112,-18.75192797,17.51571281,-8.54036425,26.17432311,-1.293678454,24.15838534,-2.604587814,21.85857229,13.73039343,,15.06572145,-4.286270432,9.22328437,5.778680733,10.85970766,-2.071187749,9.147697929,4.205321567,4.303764183,-1.354642684,10.93573479,-2.112189925,15.43732545,6.318062994,12.68878547,1.969061603,7.405181795,1.753012761,8.420931755,4.016623963,8.553030824,-1.797286277,9.245706601,-1.704057911,3.683109305,2.015550128,,13.15073992,-4.63729042,14.90699906,2.075951729,35.78911565,19.81848043,7.958228928,1.656902344,9.400635282,-3.751817155,16.57176176,1.13214356,27.14125235,-4.759134412,,18.9771371,4.442806881,18.63446357,-3.216171709,11.21850945,4.099305278,19.12740434,6.647985107,57.10449687,-4.501877646,10.20564401,-5.296251842
21.16489674,-18.70850019,17.36233732,-8.445951961,26.02088131,-1.309207176,24.07234099,-2.633354112,21.83590678,13.64939192,,14.96379052,-4.278960253,9.096160945,5.705007951,10.82767442,-2.071805161,9.043808558,4.165221627,4.285161815,-1.331162002,10.75061536,-2.042423985,15.24274914,6.233887718,12.51817159,1.96848978,7.288605219,1.73690084,8.188793601,3.924660623,8.511855596,-1.772919807,9.195509446,-1.734820634,3.629268218,1.928815638,,13.03304998,-4.599639102,14.62500976,2.068034394,35.68765664,19.70132431,7.921942466,1.655296051,9.314189782,-3.715715591,16.52509899,1.126971933,27.0582937,-4.722742209,,18.92747854,4.41967717,18.55309579,-3.208199729,11.13239138,4.110354828,19.07641972,6.581832443,56.9839847,-4.461997631,10.12312791,-5.272139413
21.0846731,-18.66344292,17.20525128,-8.349875815,25.86801391,-1.32361317,23.98677911,-2.66087745,21.80919564,13.5658763,,14.85801207,-4.269965009,8.967131011,5.630222066,10.79455196,-2.072904473,8.938392149,4.12462188,4.265603313,-1.307374673,10.56243891,-1.972429444,15.04414661,6.147409727,12.34448916,1.966837567,7.170330759,1.719421572,7.95198514,3.832177889,8.4698838,-1.748087383,9.143871305,-1.765797782,3.575215286,1.844598358,,12.9134127,-4.561035816,14.33722002,2.06005438,35.58610694,19.58407739,7.884925129,1.653349559,9.225707307,-3.678721172,16.47599459,1.121115263,26.9778262,-4.687541729,,18.87702232,4.3959382,18.47094253,-3.199083598,11.04463358,4.12094453,19.02360713,6.515012049,56.86305721,-4.420898898,10.03872932,-5.24765572
21.00361399,-18.61675715,17.04446954,-8.252192937,25.71574828,-1.336835502,23.90172128,-2.68712544,21.77831594,13.47983893,,14.74832224,-4.259255155,8.836281895,5.55432501,10.76028912,-2.074488653,8.831486952,4.083520936,4.24504282,-1.283320019,10.3713489,-1.902262581,14.84164072,6.058704508,12.16788446,1.964121058,7.05043208,1.700557307,7.710758084,3.739314646,8.42705677,-1.722819105,9.090788909,-1.796935909,3.521048094,1.762960664,,12.79190914,-4.521524526,14.04393472,2.052041365,35.48446857,19.46676958,7.847165023,1.651061925,9.135260381,-3.640873139,16.42438124,1.114570331,26.90004339,-4.653621568,,18.82575798,4.371612313,18.3878356,-3.188792884,10.95520544,4.131059612,18.96889355,6.447536706,56.74173059,-4.378591259,9.952480271,-5.222775286
20.92175354,-18.56844674,16.88001612,-8.152963151,25.56410022,-1.348815109,23.81718616,-2.71207001,21.74314458,13.39127286,,14.63466256,-4.246803674,8.703706769,5.477320989,10.72483431,-2.076559176,8.723133466,4.041917682,4.223434188,-1.259036333,10.17749909,-1.831981989,14.63536246,5.967853803,11.98851259,1.960360656,6.928977366,1.680295535,7.465385534,3.646212579,8.383321813,-1.697143465,9.036261869,-1.828178598,3.466868163,1.683954029,,12.66862704,-4.481153476,13.74547884,2.04402619,35.38274262,19.34942845,7.808652145,1.648433108,9.04292782,-3.602215458,16.37019259,1.107334369,26.82513463,-4.621068749,,18.77367702,4.346722758,18.30359785,-3.177296936,10.86407662,4.140689501,18.91220416,6.379419173,56.62001966,-4.335086299,9.864411925,-5.197472384
20.83912663,-18.5185188,16.71192522,-8.052248285,25.41307397,-1.359495234,23.73318937,-2.735687308,21.70355865,13.30017213,,14.51698078,-4.232586101,8.569505258,5.399217021,10.6881358,-2.07911605,8.613373802,3.999811341,4.200731804,-1.234560671,9.981054165,-1.761648355,14.42545085,5.874945443,11.80653714,1.955581071,6.80602985,1.658629036,7.216160951,3.553015795,8.33863193,-1.671087758,8.980293493,-1.859467113,3.412778091,1.607618225,,12.54366185,-4.439975547,13.44219708,2.03604115,35.28092919,19.23207916,7.769378702,1.645464019,8.948794248,-3.562796659,16.31336375,1.099405138,26.75328506,-4.58996765,,18.72077276,4.321293584,18.21804406,-3.164564415,10.77121745,4.149828092,18.85346208,6.310672319,56.4979374,-4.290397291,9.774555411,-5.171721187
20.75576763,-18.46698329,16.54024138,-7.950112098,25.26266294,-1.368821697,23.64974297,-2.75795762,21.6594363,13.20653209,,14.39523174,-4.21658058,8.433783039,5.320023057,10.65014218,-2.082157911,8.502251717,3.957201558,4.176891299,-1.209928739,9.782190059,-1.69132416,14.212053,5.780073239,11.62212976,1.949811428,6.681648593,1.63555603,6.963396845,3.459870519,8.292944952,-1.644678663,8.922891218,-1.890740906,3.358878572,1.533980486,,12.41711761,-4.398048652,13.13445476,2.028119909,35.17902817,19.11474472,7.729339434,1.642156608,8.852948466,-3.522669252,16.2538318,1.090781038,26.68467549,-4.560398632,,18.66704064,4.295349627,18.13098068,-3.150563288,10.67659917,4.158474039,18.79258838,6.241309363,56.37549422,-4.244538954,9.682942704,-5.145495773
20.67170878,-18.41385274,16.36501885,-7.846620435,25.11285046,-1.37674319,23.56685519,-2.778865274,21.61065784,13.11034963,,14.269378,-4.198768052,8.296650457,5.239751694,10.61080264,-2.085682093,8.389813129,3.914088502,4.151870097,-1.185174946,9.581094486,-1.621073531,13.99532372,5.683336601,11.43546991,1.943085375,6.555889576,1.611080325,6.707423791,3.366924897,8.246222909,-1.617942635,8.864066439,-1.921937731,3.305266415,1.463055267,,12.289107,-4.355435861,12.82263902,2.020297183,35.07704113,18.99744645,7.688531982,1.638513903,8.755481982,-3.48188902,16.19153637,1.081461287,26.61948171,-4.532436614,,18.61247808,4.268916409,18.04220483,-3.135260985,10.58019402,4.16663109,18.72950232,6.171344116,56.25269765,-4.19752715,9.589607525,-5.118770055
20.5869795,-18.35914232,16.18631975,-7.74184115,24.96361029,-1.383211591,23.48453039,-2.798398504,21.55710621,13.01162301,,14.13939051,-4.179132611,8.158221542,5.158417967,10.5700671,-2.089684633,8.27610692,3.870472989,4.125627834,-1.160332516,9.377967358,-1.550962447,13.77542469,5.584839888,11.24674497,1.935441005,6.42880693,1.585211464,6.448590275,3.274328711,8.198431749,-1.59090609,8.803833901,-1.952993526,3.252033469,1.39484455,,12.15975101,-4.312205054,12.50716011,2.012608528,34.97497311,18.88020434,7.646957217,1.634540019,8.656488719,-3.440514849,16.12641999,1.071446074,26.55787363,-4.506149998,,18.55708402,4.242019883,17.95150395,-3.118624541,10.48197481,4.174308523,18.66412162,6.100791112,56.12955228,-4.149378698,9.494586216,-5.09151785
20.5016065,-18.30287037,16.00421229,-7.635844081,24.81490697,-1.388182202,23.40276946,-2.816549231,21.49866688,12.91035129,,14.00524924,-4.15766184,8.018614369,5.076039666,10.52788628,-2.094160165,8.161185746,3.826356617,4.098126711,-1.135433617,9.173020381,-1.481059018,13.55252344,5.484691772,11.05615015,1.926920528,6.300454282,1.557964871,6.187263691,3.18223279,8.149541379,-1.563595577,8.742210699,-1.983842355,3.199265909,1.329338072,,12.02917845,-4.268428099,12.18845251,2.005090149,34.8728327,18.76303697,7.604619474,1.630240159,8.556065339,-3.398609025,16.05842845,1.060736713,26.50001398,-4.481599927,,18.50085807,4.214686057,17.8586568,-3.100621025,10.38191428,4.181521832,18.59636233,6.029665522,56.00605997,-4.10011129,9.397918497,-5.06371307
20.41561442,-18.24505865,15.81877028,-7.528701565,24.66669636,-1.391613938,23.32156981,-2.83331274,21.43522794,12.80653414,,13.86694399,-4.134347021,7.877951954,4.992637994,10.48421182,-2.099101821,8.045106753,3.7817419,4.06933187,-1.110509488,8.966476359,-1.411433539,13.32679282,5.38300481,10.86388838,1.917569709,6.170886208,1.529361991,5.923832498,3.090788197,8.099526059,-1.536038004,8.679215065,-2.014416433,3.147043802,1.266513382,,11.89752469,-4.224179775,11.86697548,1.997778545,34.77063105,18.64596127,7.56152685,1.625620615,8.454311086,-3.35623736,15.98751095,1.049335839,26.446056,-4.458839661,,18.44379953,4.186940457,17.76343527,-3.081217987,10.27998443,4.188293513,18.52613864,5.957982933,55.88221996,-4.049743404,9.299647938,-5.035330016
20.32902733,-18.18573205,15.63007394,-7.420489569,24.51892638,-1.393469517,23.24092537,-2.848687287,21.36668104,12.70017221,,13.72447539,-4.109183171,7.736362661,4.908238132,10.43899688,-2.104501252,7.927932206,3.736632429,4.039211796,-1.085590549,8.758568952,-1.342158444,13.09841102,5.279895163,10.67017091,1.907437144,6.040159686,1.499430463,5.658708148,3.000145306,8.048364955,-1.508260864,8.614865312,-2.044646114,3.095441068,1.206336203,,11.76493026,-4.17953671,11.54321317,1.990710248,34.66838099,18.5289925,7.517691555,1.620688763,8.351327199,-3.313468928,15.91362055,1.037247606,26.39614059,-4.437913939,,18.38590703,4.158807751,17.6656057,-3.060383338,10.17615649,4.194653619,18.45336301,5.885759216,55.75802888,-3.998294161,9.199821912,-5.00634371
20.24187076,-18.12491744,15.43821106,-7.311288947,24.37153772,-1.393715701,23.16082651,-2.862673766,21.29292205,12.59126755,,13.57785599,-4.082169023,7.593979831,4.822869516,10.39219683,-2.110348748,7.809730101,3.691033032,4.007738645,-1.060706446,8.549542554,-1.273308182,12.86756144,5.17548228,10.47521858,1.896573514,5.908335309,1.468204198,5.392324958,2.910452855,7.996042614,-1.480292274,8.549179145,-2.074459818,3.044525288,1.148761056,,11.63153943,-4.134576537,11.2176752,1.98392179,34.56609626,18.41214428,7.473130117,1.615453044,8.24721651,-3.27037571,15.83671474,1.024477844,26.35039332,-4.418858072,,18.32717934,4.13031186,17.56492972,-3.038084814,10.07040142,4.200639998,18.37794689,5.813010593,55.63348083,-3.945783154,9.098490769,-4.976730171
20.15417274,-18.06264235,15.24327846,-7.201186086,24.22446439,-1.392323588,23.08126057,-2.875275488,21.21385061,12.47982348,,13.42711105,-4.053307086,7.450941039,4.736565944,10.34376991,-2.116633333,7.690574861,3.644949869,3.974888687,-1.035886021,8.339652004,-1.204958829,12.63443236,5.069888547,10.27926273,1.885030979,5.775477951,1.435723177,5.125138353,2.821857039,7.942549081,-1.452160828,8.482173395,-2.103783959,2.994356903,1.093731565,,11.49749959,-4.089377559,10.89089819,1.977449454,34.4637908,18.29542875,7.427863358,1.609922907,8.14208346,-3.22703239,15.7567561,1.011034112,,,,18.26761609,4.101476125,17.46116485,-3.014289593,9.962690578,4.206298396,18.29980117,5.739753675,55.50856765,-3.8922303,8.99570645,-4.946466594
20.06596374,-17.99893408,15.04538344,-7.090272396,24.07763424,-1.389268966,23.00221262,-2.886498283,21.12936952,12.3658442,,13.27227858,-4.022603827,7.307387641,4.649365709,10.29367768,-2.123342815,7.57054789,3.598390409,3.9406431,-1.01115728,8.1291622,-1.1371876,12.39921679,4.96323902,10.08254525,1.872862735,5.641657006,1.402033069,4.857623044,2.734500696,7.887879198,-1.423895468,8.413864031,-2.132542917,2.944988242,1.041180294,,11.3629609,-4.044018849,10.56344818,1.971328605,34.36147857,18.17885691,7.381916305,1.604108745,8.03603467,-3.183516245,15.67371279,0.996925696,,,,18.20721782,4.072323168,17.35406473,-2.988964322,9.852996006,4.211682529,18.21883581,5.666005227,55.38327946,-3.837655818,8.89152159,-4.915531458
19.97727637,-17.93381962,14.84464448,-6.978643017,23.93096941,-1.384532727,22.92366693,-2.896351396,21.03938505,12.24933476,,13.11340873,-3.990069916,7.163464537,4.561311767,10.24188509,-2.130463722,7.449737403,3.551363242,3.904988812,-0.986547322,7.918347388,-1.070072561,12.16211279,4.855661293,9.885317984,1.86012273,5.506946627,1.367185012,4.590271319,2.648522685,7.832031221,-1.395525489,8.34426605,-2.160659029,2.896463337,0.991028992,,11.22807612,-3.998580419,10.23592257,1.96559303,34.25917387,18.06243922,7.335318013,1.59802184,7.929179932,-3.139906977,15.58755891,0.982163645,,,,18.14598629,4.042874938,17.2433792,-2.962075772,9.74128996,4.216854106,18.13495887,5.591781876,55.25760529,-3.782080304,8.785989607,-4.883904459
19.88814541,-17.86732582,14.64119132,-6.866395838,23.7843863,-1.378101377,22.84560834,-2.90484889,20.94380815,12.13030119,,12.95056256,-3.955720514,7.019319458,4.472451862,10.18836051,-2.137981201,7.328237482,3.503877724,3.867918638,-0.9620822,7.707490282,-1.003692566,11.92332388,4.747285465,9.687842263,1.846865643,5.371426014,1.331235571,4.323590511,2.564057422,7.775005539,-1.367080657,8.273393226,-2.188052637,2.848819148,0.94319031,,11.0930012,-3.953143463,9.908951081,1.960274829,34.15689127,17.94618611,7.288100966,1.59167427,7.821632705,-3.096286383,15.49827456,0.966760792,,,,18.08392538,4.013153124,17.1288552,-2.933591853,9.627543279,4.221882818,18.04807627,5.517100112,55.13153377,-3.72552491,8.679165217,-4.851566193
